/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,xiexiao1000001,华AEB132,2017-01-05 16:00:30,16,3.0,7.0,3.0,3.0,24.0,31.0,31.0,270.0,42.0,3.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,zouan1000007,华A58M83,2017-01-05 16:00:32,16,7.0,6.0,4.0,4.0,39.0,34.0,34.0,426.0,43.0,3.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,shenxian1000004,华ADJ750,2017-01-05 19:00:43,19,4.0,4.0,1.0,1.0,8.0,33.0,33.0,289.0,36.0,6.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,shenxian1000004,华ADJ750,2017-01-06 00:00:09,0,2.0,5.0,1.0,1.0,1.0,32.0,32.0,228.0,41.0,4.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,xiexiao1000001,华AEB132,2017-01-05 22:00:11,22,3.0,3.0,5.0,5.0,44.0,40.0,41.0,313.0,45.0,3.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,zengpeng1000000,华AZQ110,2017-01-05 22:00:32,22,"",5.0,2.0,2.0,8.0,15.0,15.0,67.0,25.0,1.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,xiexiao1000001,华AEB132,2017-01-05 20:00:10,20,7.0,6.0,5.0,5.0,49.0,28.0,29.0,392.0,41.0,2.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,haowei1000008,华A709GB,2017-01-05 23:00:15,23,3.0,1.0,2.0,2.0,23.0,13.0,12.0,145.0,15.0,"",""
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,shenxian1000004,华ADJ750,2017-01-06 05:01:29,5,2.0,2.0,5.0,5.0,20.0,27.0,27.0,265.0,36.0,2.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,panxian1000005,华AX542C,2017-01-06 03:00:23,3,2.0,9.0,5.0,5.0,31.0,32.0,32.0,317.0,39.0,5.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,shenxian1000004,华ADJ750,2017-01-05 16:01:01,16,5.0,7.0,3.0,3.0,26.0,37.0,37.0,368.0,39.0,4.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_06_08_00_00,hanhui1000002,华AZI419,2017-01-05 17:00:03,17,3.0,2.0,4.0,4.0,38.0,38.0,38.0,306.0,47.0,1.0,4.0
