/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,likun1000003,华AVM936,2017-01-02 23:00:28,23,3.0,3.0,1.0,1.0,32.0,36.0,36.0,441.0,41.0,3.0,9.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,panxian1000005,华AX542C,2017-01-02 17:00:03,17,4.0,2.0,4.0,4.0,8.0,35.0,35.0,451.0,41.0,4.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,panxian1000005,华AX542C,2017-01-02 22:01:20,22,1.0,1.0,2.0,2.0,4.0,36.0,36.0,305.0,46.0,5.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,panxian1000005,华AX542C,2017-01-02 20:00:00,20,6.0,5.0,3.0,3.0,19.0,36.0,36.0,358.0,48.0,5.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,zengpeng1000000,华AZQ110,2017-01-03 02:01:11,2,7.0,1.0,6.0,6.0,17.0,35.0,35.0,407.0,40.0,4.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,xiezhi1000006,华A6CU11,2017-01-01 12:00:12,12,1.0,2.0,3.0,3.0,30.0,38.0,38.0,447.0,35.0,4.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,zouan1000007,华A58M83,2017-01-02 19:00:28,19,3.0,5.0,9.0,9.0,108.0,39.0,39.0,330.0,28.0,3.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,likun1000003,华AVM936,2017-01-02 19:02:02,19,5.0,3.0,4.0,4.0,33.0,41.0,41.0,352.0,46.0,6.0,7.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,panxian1000005,华AX542C,2017-01-03 02:00:06,2,4.0,5.0,6.0,6.0,61.0,33.0,32.0,230.0,44.0,2.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,shenxian1000004,华ADJ750,2017-01-02 23:01:32,23,4.0,6.0,1.0,1.0,7.0,44.0,43.0,322.0,39.0,3.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,zengpeng1000000,华AZQ110,2017-01-02 18:00:02,18,1.0,1.0,3.0,3.0,15.0,35.0,35.0,347.0,37.0,4.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,xiexiao1000001,华AEB132,2017-01-03 01:00:11,1,1.0,3.0,1.0,1.0,4.0,31.0,31.0,272.0,23.0,4.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,xiezhi1000006,华A6CU11,2017-01-01 08:00:07,8,5.0,3.0,4.0,4.0,65.0,28.0,28.0,250.0,44.0,5.0,9.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,zengpeng1000000,华AZQ110,2017-01-02 17:00:27,17,7.0,3.0,"","","",48.0,48.0,328.0,37.0,3.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,shenxian1000004,华ADJ750,2017-01-02 18:00:33,18,5.0,3.0,1.0,1.0,4.0,32.0,32.0,209.0,38.0,2.0,1.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,panxian1000005,华AX542C,2017-01-03 03:00:00,3,4.0,1.0,2.0,2.0,0.0,22.0,23.0,274.0,21.0,5.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,panxian1000005,华AX542C,2017-01-02 18:00:23,18,2.0,6.0,1.0,1.0,5.0,39.0,39.0,290.0,39.0,5.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,xiexiao1000001,华AEB132,2017-01-02 21:00:34,21,4.0,2.0,8.0,8.0,66.0,39.0,39.0,396.0,34.0,6.0,1.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,shenxian1000004,华ADJ750,2017-01-02 19:01:23,19,6.0,5.0,2.0,2.0,15.0,31.0,31.0,310.0,37.0,3.0,1.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,xiexiao1000001,华AEB132,2017-01-02 17:00:38,17,1.0,4.0,3.0,3.0,36.0,33.0,33.0,250.0,32.0,3.0,1.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,duxu1000009,华AT75H8,2017-01-02 20:02:23,20,3.0,2.0,5.0,5.0,71.0,32.0,32.0,213.0,48.0,1.0,1.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,shenxian1000004,华ADJ750,2017-01-03 01:00:07,1,"",2.0,3.0,4.0,37.0,15.0,15.0,111.0,12.0,"",1.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,xiezhi1000006,华A6CU11,2017-01-01 19:00:19,19,1.0,5.0,4.0,4.0,4.0,34.0,34.0,285.0,30.0,1.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_03_08_00_00,panxian1000005,华AX542C,2017-01-02 16:00:00,16,4.0,10.0,6.0,6.0,11.0,38.0,38.0,310.0,41.0,4.0,2.0
