/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,duxu1000009,华AT75H8,2017-01-01 17:01:06,17,3.0,2.0,3.0,3.0,43.0,42.0,42.0,307.0,46.0,4.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,zouan1000007,华A58M83,2017-01-01 11:00:46,11,4.0,4.0,2.0,2.0,28.0,40.0,40.0,365.0,42.0,5.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,xiexiao1000001,华AEB132,2017-01-01 16:00:20,16,1.0,3.0,1.0,1.0,12.0,33.0,33.0,425.0,37.0,4.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,shenxian1000004,华ADJ750,2017-01-01 10:00:24,10,4.0,4.0,4.0,4.0,37.0,39.0,38.0,301.0,40.0,2.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,duxu1000009,华AT75H8,2017-01-01 09:00:04,9,1.0,4.0,"","","",33.0,34.0,304.0,39.0,5.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,hanhui1000002,华AZI419,2017-01-01 08:00:32,8,9.0,5.0,5.0,5.0,19.0,24.0,24.0,342.0,48.0,3.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,zengpeng1000000,华AZQ110,2017-01-01 14:00:06,14,5.0,5.0,2.0,2.0,5.0,11.0,11.0,144.0,25.0,2.0,1.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,panxian1000005,华AX542C,2017-01-01 10:00:01,10,4.0,3.0,3.0,3.0,63.0,32.0,33.0,382.0,56.0,3.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,likun1000003,华AVM936,2017-01-01 15:01:42,15,4.0,4.0,5.0,5.0,65.0,33.0,33.0,323.0,39.0,3.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,likun1000003,华AVM936,2017-01-01 17:00:06,17,1.0,4.0,3.0,3.0,50.0,38.0,38.0,364.0,33.0,4.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,likun1000003,华AVM936,2017-01-01 11:00:15,11,5.0,2.0,1.0,1.0,1.0,33.0,33.0,380.0,29.0,7.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,shenxian1000004,华ADJ750,2017-01-01 13:00:32,13,4.0,6.0,1.0,1.0,0.0,32.0,32.0,351.0,31.0,6.0,8.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,zouan1000007,华A58M83,2017-01-01 13:00:13,13,3.0,2.0,1.0,1.0,9.0,37.0,37.0,251.0,37.0,1.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,panxian1000005,华AX542C,2017-01-01 12:00:02,12,4.0,7.0,2.0,2.0,20.0,38.0,39.0,390.0,40.0,4.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,duxu1000009,华AT75H8,2017-01-01 21:00:07,21,4.0,2.0,4.0,4.0,64.0,44.0,45.0,462.0,41.0,2.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,haowei1000008,华A709GB,2017-01-01 08:00:08,8,1.0,4.0,3.0,3.0,23.0,39.0,39.0,382.0,37.0,6.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,duxu1000009,华AT75H8,2017-01-01 22:00:08,22,3.0,1.0,"","","",9.0,9.0,74.0,12.0,1.0,""
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,xiexiao1000001,华AEB132,2017-01-01 20:00:54,20,3.0,4.0,2.0,2.0,16.0,35.0,35.0,433.0,30.0,1.0,7.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,likun1000003,华AVM936,2017-01-01 09:03:14,9,2.0,5.0,4.0,4.0,22.0,34.0,34.0,293.0,45.0,1.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,duxu1000009,华AT75H8,2017-01-01 08:00:13,8,2.0,3.0,2.0,2.0,12.0,39.0,38.0,365.0,43.0,4.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,likun1000003,华AVM936,2017-01-01 14:00:20,14,5.0,2.0,3.0,3.0,50.0,39.0,39.0,498.0,30.0,3.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,likun1000003,华AVM936,2017-01-01 10:00:03,10,2.0,4.0,2.0,2.0,16.0,37.0,37.0,424.0,40.0,2.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,xiexiao1000001,华AEB132,2017-01-01 09:00:03,9,4.0,5.0,2.0,2.0,23.0,34.0,34.0,259.0,35.0,4.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,xiexiao1000001,华AEB132,2017-01-01 14:00:47,14,2.0,1.0,5.0,5.0,31.0,30.0,30.0,284.0,46.0,4.0,2.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,duxu1000009,华AT75H8,2017-01-01 14:00:40,14,2.0,2.0,4.0,4.0,54.0,31.0,31.0,146.0,43.0,1.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_02_08_00_00,xiexiao1000001,华AEB132,2017-01-01 23:00:09,23,2.0,"","","","",13.0,13.0,149.0,18.0,2.0,3.0
