/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,shenxian1000004,华ADJ750,2017-01-06 08:01:38,8,4.0,1.0,7.0,7.0,72.0,33.0,33.0,314.0,37.0,1.0,7.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,xiezhi1000006,华A6CU11,2017-01-07 06:00:35,6,4.0,10.0,2.0,2.0,36.0,34.0,35.0,428.0,35.0,8.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,hanhui1000002,华AZI419,2017-01-06 21:00:11,21,2.0,8.0,1.0,1.0,3.0,45.0,45.0,379.0,39.0,6.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,panxian1000005,华AX542C,2017-01-06 19:00:04,19,1.0,2.0,1.0,1.0,14.0,38.0,38.0,436.0,29.0,4.0,3.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,xiezhi1000006,华A6CU11,2017-01-06 19:00:37,19,6.0,4.0,3.0,3.0,56.0,29.0,29.0,214.0,45.0,6.0,6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,hanhui1000002,华AZI419,2017-01-06 22:00:09,22,5.0,6.0,2.0,2.0,21.0,22.0,22.0,203.0,36.0,"",6.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,xiezhi1000006,华A6CU11,2017-01-06 22:00:37,22,4.0,5.0,4.0,4.0,32.0,41.0,41.0,323.0,41.0,6.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,zouan1000007,华A58M83,2017-01-06 16:01:13,16,6.0,5.0,2.0,2.0,21.0,22.0,22.0,161.0,32.0,3.0,8.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,duxu1000009,华AT75H8,2017-01-06 19:00:53,19,3.0,4.0,6.0,6.0,136.0,21.0,21.0,122.0,38.0,4.0,5.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,xiezhi1000006,华A6CU11,2017-01-06 23:01:16,23,3.0,5.0,1.0,1.0,2.0,28.0,28.0,217.0,27.0,2.0,4.0
/content/drive/MyDrive/csvdata/detail_record_2017_01_07_08_00_00,hanhui1000002,华AZI419,2017-01-06 20:00:08,20,3.0,9.0,6.0,6.0,70.0,29.0,29.0,246.0,44.0,4.0,8.0
